Sex,Agemos,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
1,24,14.41521158,14.87506534,15.38212955,15.94508534,16.57502768,17.28640335,18.09843676,19.03737481,20.14017261
1,24.5,14.3979661,14.85663307,15.36182304,15.92196123,16.54777487,17.25317025,18.05655611,18.98290885,20.06712753
1,25,14.3808083,14.8383387,15.34171591,15.89911595,16.52090965,17.22048247,18.01546231,18.92961915,19.99591879
1,25.5,14.36374276,14.82018382,15.32180715,15.87654645,16.49442763,17.1883349,17.97514974,18.87749796,19.92652961
1,26,14.34677415,14.80217003,15.30209574,15.85424966,16.46832439,17.15672244,17.93561273,18.82653741,19.85894302
1,26.5,14.32990708,14.78429884,15.28258055,15.83222246,16.44259552,17.12564008,17.89684579,18.7767298,19.79314234
1,27,14.31314626,14.76657177,15.26326047,15.81046172,16.41723665,17.09508282,17.8588434,18.72806732,19.72911077
1,27.5,14.29649627,14.74899025,15.24413426,15.78896426,16.3922434,17.06504578,17.82160018,18.68054236,19.66683181
1,28,14.27996179,14.73155571,15.22520073,15.76772693,16.36761146,17.03552408,17.78511072,18.63414712,19.60628882
1,28.5,14.26354741,14.71426953,15.2064586,15.74674659,16.34333654,17.00651297,17.74936974,18.58887396,19.54746541
1,29,14.2472577,14.69713301,15.18790661,15.72602008,16.31941443,16.97800774,17.71437198,18.54471517,19.49034521
1,29.5,14.23109715,14.68014744,15.16954345,15.70554429,16.29584097,16.95000375,17.68011224,18.50166311,19.43491203
1,30,14.21507023,14.66331407,15.15136783,15.68531616,16.27261207,16.92249645,17.64658532,18.45971006,19.38114968
1,30.5,14.19918126,14.64663406,15.13337844,15.66533264,16.24972371,16.89548138,17.61378614,18.41884837,19.32904226
1,31,14.18343455,14.6301086,15.11557402,15.64559078,16.22717199,16.86895413,17.58170957,18.37907029,19.27857378
1,31.5,14.16783468,14.61373894,15.0979532,15.62608741,16.20495268,16.84291,17.55035027,18.3403682,19.22972928
1,32,14.1523847,14.59752579,15.08051495,15.60682035,16.18306297,16.81734569,17.51970384,18.30273417,19.18249141
1,32.5,14.13708913,14.58147037,15.06325795,15.58778649,16.16149871,16.79225651,17.48976489,18.26616059,19.1368458
1,33,14.1219521,14.56557384,15.04618101,15.56898303,16.14025612,16.76763806,17.46052816,18.23063962,19.09277748
1,33.5,14.10697634,14.54983679,15.02928316,15.55040797,16.11933258,16.74348719,17.43198924,18.19616341,19.05027004
1,34,14.09216627,14.53426052,15.01256323,15.53205838,16.09872403,16.71979912,17.40414249,18.16272413,19.00930976
1,34.5,14.0775249,14.5188458,14.9960203,15.51393214,16.07842758,16.69657027,17.37698312,18.13031392,18.96988148
1,35,14.06305541,14.50359352,14.97965348,15.4960271,16.05844019,16.67379685,17.35050604,18.0989248,18.93197047
1,35.5,14.04876076,14.48850452,14.96346195,15.47834123,16.03875896,16.65147513,17.32470625,18.06854885,18.89556234
1,36,14.03464377,14.47357965,14.947445,15.46087266,16.01938111,16.62960144,17.29957861,18.039178,18.86064276
1,36.5,14.02070701,14.45881969,14.93160201,15.44361964,16.00030401,16.60817219,17.27511807,18.01080425,18.82719771
1,37,14.0069529,14.44422547,14.91593247,15.42658059,15.98152514,16.58718382,17.25131946,17.98341944,18.79521321
1,37.5,13.99338289,14.42979746,14.90043608,15.40975454,15.96304277,16.56663353,17.22817809,17.9570154,18.76467456
1,38,13.98000116,14.41553723,14.88511211,15.39313885,15.94485272,16.54651589,17.20568741,17.93158416,18.73557144
